SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:B0:BC,2020-07-07 09:53:34.275916,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
1,DC:A6:32:33:B0:BC,2020-07-07 09:53:35.200913,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-22
2,DC:A6:32:33:B0:BC,2020-07-07 09:53:36.029594,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
3,DC:A6:32:33:B0:BC,2020-07-07 09:53:37.474621,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
4,DC:A6:32:33:B0:BC,2020-07-07 09:53:38.225195,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
5,DC:A6:32:33:B0:BC,2020-07-07 09:53:40.139580,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
6,DC:A6:32:33:B0:BC,2020-07-07 09:53:41.242060,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
7,DC:A6:32:33:B0:BC,2020-07-07 09:53:42.074534,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
8,DC:A6:32:33:B0:BC,2020-07-07 09:53:43.478294,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-28
9,DC:A6:32:33:B0:BC,2020-07-07 09:53:44.263878,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-28
10,DC:A6:32:33:B0:BC,2020-07-07 09:53:45.014508,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
11,DC:A6:32:33:B0:BC,2020-07-07 09:53:46.532011,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-28
12,DC:A6:32:33:B0:BC,2020-07-07 09:53:47.299517,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-28
13,DC:A6:32:33:B0:BC,2020-07-07 09:53:48.014453,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-28
14,DC:A6:32:33:B0:BC,2020-07-07 09:53:49.547005,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
15,DC:A6:32:33:B0:BC,2020-07-07 09:53:50.024436,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
16,DC:A6:32:33:B0:BC,2020-07-07 09:53:52.029456,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-31
17,DC:A6:32:33:B0:BC,2020-07-07 09:53:54.034433,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-21
