SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:B0:BC,2020-07-07 10:01:38.678832,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
1,DC:A6:32:33:B0:BC,2020-07-07 10:01:39.625247,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
2,DC:A6:32:33:B0:BC,2020-07-07 10:01:40.160862,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-40
3,DC:A6:32:33:B0:BC,2020-07-07 10:01:41.630224,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-38
4,DC:A6:32:33:B0:BC,2020-07-07 10:01:42.107166,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-44
5,DC:A6:32:33:B0:BC,2020-07-07 10:01:43.360939,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-40
6,DC:A6:32:33:B0:BC,2020-07-07 10:01:44.290008,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
7,DC:A6:32:33:B0:BC,2020-07-07 10:01:46.294740,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-44
8,DC:A6:32:33:B0:BC,2020-07-07 10:01:47.461622,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-42
9,DC:A6:32:33:B0:BC,2020-07-07 10:01:48.506582,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
10,DC:A6:32:33:B0:BC,2020-07-07 10:01:49.066068,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-44
11,DC:A6:32:33:B0:BC,2020-07-07 10:01:51.057372,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
12,DC:A6:32:33:B0:BC,2020-07-07 10:01:52.157363,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-42
13,DC:A6:32:33:B0:BC,2020-07-07 10:01:54.162439,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
14,DC:A6:32:33:B0:BC,2020-07-07 10:01:55.661161,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
15,DC:A6:32:33:B0:BC,2020-07-07 10:01:56.105499,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
16,DC:A6:32:33:B0:BC,2020-07-07 10:01:57.989952,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-43
17,DC:A6:32:33:B0:BC,2020-07-07 10:01:58.019053,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-42
