SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:B0:BC,2020-07-07 10:05:14.499924,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
1,DC:A6:32:33:B0:BC,2020-07-07 10:05:15.250939,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-42
2,DC:A6:32:33:B0:BC,2020-07-07 10:05:16.025304,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
3,DC:A6:32:33:B0:BC,2020-07-07 10:05:18.030379,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-38
4,DC:A6:32:33:B0:BC,2020-07-07 10:05:19.611325,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-41
5,DC:A6:32:33:B0:BC,2020-07-07 10:05:20.155999,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-38
6,DC:A6:32:33:B0:BC,2020-07-07 10:05:21.025417,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-41
7,DC:A6:32:33:B0:BC,2020-07-07 10:05:22.309199,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
8,DC:A6:32:33:B0:BC,2020-07-07 10:05:23.405430,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-40
9,DC:A6:32:33:B0:BC,2020-07-07 10:05:24.209219,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-40
10,DC:A6:32:33:B0:BC,2020-07-07 10:05:26.214324,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-39
11,DC:A6:32:33:B0:BC,2020-07-07 10:05:28.219314,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-42
12,DC:A6:32:33:B0:BC,2020-07-07 10:05:29.052422,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-40
13,DC:A6:32:33:B0:BC,2020-07-07 10:05:30.028098,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-39
14,DC:A6:32:33:B0:BC,2020-07-07 10:05:31.014334,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
15,DC:A6:32:33:B0:BC,2020-07-07 10:05:32.544362,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
16,DC:A6:32:33:B0:BC,2020-07-07 10:05:33.041874,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-37
17,DC:A6:32:33:B0:BC,2020-07-07 10:05:34.491923,3de7b5ba-c059-11ea-8bf2-dca63233b0bb,1,1,1,-34
