SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:B0:BC,2020-07-23 10:30:30.453927,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
1,DC:A6:32:33:B0:BC,2020-07-23 10:30:32.029223,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
2,DC:A6:32:33:B0:BC,2020-07-23 10:30:34.035036,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-61
3,DC:A6:32:33:B0:BC,2020-07-23 10:30:35.276269,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-63
4,DC:A6:32:33:B0:BC,2020-07-23 10:30:37.281341,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
5,DC:A6:32:33:B0:BC,2020-07-23 10:30:39.286315,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-73
6,DC:A6:32:33:B0:BC,2020-07-23 10:30:40.763793,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-70
7,DC:A6:32:33:B0:BC,2020-07-23 10:30:41.032455,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-48
8,DC:A6:32:33:B0:BC,2020-07-23 10:30:42.282537,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-71
9,DC:A6:32:33:B0:BC,2020-07-23 10:30:43.566282,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
10,DC:A6:32:33:B0:BC,2020-07-23 10:30:44.191328,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-48
11,DC:A6:32:33:B0:BC,2020-07-23 10:30:45.439387,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-48
12,DC:A6:32:33:B0:BC,2020-07-23 10:30:47.445120,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-69
13,DC:A6:32:33:B0:BC,2020-07-23 10:30:49.353806,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-72
14,DC:A6:32:33:B0:BC,2020-07-23 10:30:51.358834,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-71
15,DC:A6:32:33:B0:BC,2020-07-23 10:30:52.075046,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-48
16,DC:A6:32:33:B0:BC,2020-07-23 10:30:53.966335,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-75
17,DC:A6:32:33:B0:BC,2020-07-23 10:30:54.006107,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
18,DC:A6:32:33:B0:BC,2020-07-23 10:30:55.015060,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-71
19,DC:A6:32:33:B0:BC,2020-07-23 10:30:56.207594,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
20,DC:A6:32:33:B0:BC,2020-07-23 10:30:58.212641,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-67
21,DC:A6:32:33:B0:BC,2020-07-23 10:30:59.173815,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-47
