SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
45,DC:A6:32:33:B0:BC,2020-07-23 10:25:43.337381,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
46,DC:A6:32:33:B0:BC,2020-07-23 10:25:44.594792,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-60
47,DC:A6:32:33:B0:BC,2020-07-23 10:25:45.388434,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
48,DC:A6:32:33:B0:BC,2020-07-23 10:25:46.252076,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
49,DC:A6:32:33:B0:BC,2020-07-23 10:25:47.352027,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
50,DC:A6:32:33:B0:BC,2020-07-23 10:25:48.059447,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-59
51,DC:A6:32:33:B0:BC,2020-07-23 10:25:49.123071,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
52,DC:A6:32:33:B0:BC,2020-07-23 10:25:51.127957,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
53,DC:A6:32:33:B0:BC,2020-07-23 10:25:53.132766,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
54,DC:A6:32:33:B0:BC,2020-07-23 10:25:55.137588,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
55,DC:A6:32:33:B0:BC,2020-07-23 10:25:57.143694,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-59
56,DC:A6:32:33:B0:BC,2020-07-23 10:25:58.636036,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
57,DC:A6:32:33:B0:BC,2020-07-23 10:26:00.642152,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-59
58,DC:A6:32:33:B0:BC,2020-07-23 10:26:01.384544,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-59
59,DC:A6:32:33:B0:BC,2020-07-23 10:26:03.390733,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-60
60,DC:A6:32:33:B0:BC,2020-07-23 10:26:05.396751,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
61,DC:A6:32:33:B0:BC,2020-07-23 10:26:06.270441,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
62,DC:A6:32:33:B0:BC,2020-07-23 10:26:07.010358,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
63,DC:A6:32:33:B0:BC,2020-07-23 10:26:09.016517,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
64,DC:A6:32:33:B0:BC,2020-07-23 10:26:10.396356,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-60
65,DC:A6:32:33:B0:BC,2020-07-23 10:26:11.142556,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-56
66,DC:A6:32:33:B0:BC,2020-07-23 10:26:12.632527,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
67,DC:A6:32:33:B0:BC,2020-07-23 10:26:14.638611,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
68,DC:A6:32:33:B0:BC,2020-07-23 10:26:15.333471,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
69,DC:A6:32:33:B0:BC,2020-07-23 10:26:17.338416,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-61
70,DC:A6:32:33:B0:BC,2020-07-23 10:26:18.632050,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
71,DC:A6:32:33:B0:BC,2020-07-23 10:26:19.416927,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
72,DC:A6:32:33:B0:BC,2020-07-23 10:26:20.294363,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
73,DC:A6:32:33:B0:BC,2020-07-23 10:26:21.665593,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
74,DC:A6:32:33:B0:BC,2020-07-23 10:26:23.481725,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
75,DC:A6:32:33:B0:BC,2020-07-23 10:26:25.486607,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
76,DC:A6:32:33:B0:BC,2020-07-23 10:26:26.680231,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
77,DC:A6:32:33:B0:BC,2020-07-23 10:26:27.010202,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
78,DC:A6:32:33:B0:BC,2020-07-23 10:26:29.015136,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
79,DC:A6:32:33:B0:BC,2020-07-23 10:26:30.245008,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
80,DC:A6:32:33:B0:BC,2020-07-23 10:26:32.249969,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
81,DC:A6:32:33:B0:BC,2020-07-23 10:26:33.257437,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
82,DC:A6:32:33:B0:BC,2020-07-23 10:26:34.009780,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
83,DC:A6:32:33:B0:BC,2020-07-23 10:26:35.196024,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
84,DC:A6:32:33:B0:BC,2020-07-23 10:26:37.200967,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
85,DC:A6:32:33:B0:BC,2020-07-23 10:26:39.205765,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
86,DC:A6:32:33:B0:BC,2020-07-23 10:26:40.060745,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-61
87,DC:A6:32:33:B0:BC,2020-07-23 10:26:41.011880,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-61
