SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
45,DC:A6:32:33:B0:BC,2020-07-23 10:16:00.210579,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
46,DC:A6:32:33:B0:BC,2020-07-23 10:16:01.674981,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
47,DC:A6:32:33:B0:BC,2020-07-23 10:16:03.555659,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
48,DC:A6:32:33:B0:BC,2020-07-23 10:16:04.087513,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
49,DC:A6:32:33:B0:BC,2020-07-23 10:16:05.734458,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
50,DC:A6:32:33:B0:BC,2020-07-23 10:16:06.054447,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
51,DC:A6:32:33:B0:BC,2020-07-23 10:16:08.059611,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
52,DC:A6:32:33:B0:BC,2020-07-23 10:16:09.220941,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
53,DC:A6:32:33:B0:BC,2020-07-23 10:16:10.554653,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
54,DC:A6:32:33:B0:BC,2020-07-23 10:16:11.057175,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
55,DC:A6:32:33:B0:BC,2020-07-23 10:16:13.062298,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
56,DC:A6:32:33:B0:BC,2020-07-23 10:16:15.067368,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
57,DC:A6:32:33:B0:BC,2020-07-23 10:16:16.349913,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
58,DC:A6:32:33:B0:BC,2020-07-23 10:16:17.079924,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-58
59,DC:A6:32:33:B0:BC,2020-07-23 10:16:19.085025,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
60,DC:A6:32:33:B0:BC,2020-07-23 10:16:20.965105,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
61,DC:A6:32:33:B0:BC,2020-07-23 10:16:21.040471,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-52
62,DC:A6:32:33:B0:BC,2020-07-23 10:16:23.045215,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
63,DC:A6:32:33:B0:BC,2020-07-23 10:16:24.230843,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
64,DC:A6:32:33:B0:BC,2020-07-23 10:16:25.820278,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
65,DC:A6:32:33:B0:BC,2020-07-23 10:16:26.985933,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
66,DC:A6:32:33:B0:BC,2020-07-23 10:16:27.017674,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
67,DC:A6:32:33:B0:BC,2020-07-23 10:16:28.586007,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-55
68,DC:A6:32:33:B0:BC,2020-07-23 10:16:29.655426,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
69,DC:A6:32:33:B0:BC,2020-07-23 10:16:30.216663,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
