SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
0,DC:A6:32:33:B0:BC,2020-07-11 10:27:24.685820,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
1,DC:A6:32:33:B0:BC,2020-07-11 10:27:25.873794,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
2,DC:A6:32:33:B0:BC,2020-07-11 10:27:26.147468,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-41
3,DC:A6:32:33:B0:BC,2020-07-11 10:27:27.351265,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
4,DC:A6:32:33:B0:BC,2020-07-11 10:27:28.044910,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
5,DC:A6:32:33:B0:BC,2020-07-11 10:27:30.049460,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
6,DC:A6:32:33:B0:BC,2020-07-11 10:27:32.055079,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
7,DC:A6:32:33:B0:BC,2020-07-11 10:27:34.060550,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
8,DC:A6:32:33:B0:BC,2020-07-11 10:27:36.066543,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
9,DC:A6:32:33:B0:BC,2020-07-11 10:27:38.071454,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
10,DC:A6:32:33:B0:BC,2020-07-11 10:27:40.077776,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
11,DC:A6:32:33:B0:BC,2020-07-11 10:27:42.082786,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
12,DC:A6:32:33:B0:BC,2020-07-11 10:27:44.087895,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-34
13,DC:A6:32:33:B0:BC,2020-07-11 10:27:46.092871,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
14,DC:A6:32:33:B0:BC,2020-07-11 10:27:48.097929,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
15,DC:A6:32:33:B0:BC,2020-07-11 10:27:50.102483,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
16,DC:A6:32:33:B0:BC,2020-07-11 10:27:52.107997,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
17,DC:A6:32:33:B0:BC,2020-07-11 10:27:54.113028,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
18,DC:A6:32:33:B0:BC,2020-07-11 10:27:56.118256,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
19,DC:A6:32:33:B0:BC,2020-07-11 10:27:57.539458,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
20,DC:A6:32:33:B0:BC,2020-07-11 10:27:58.081960,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
21,DC:A6:32:33:B0:BC,2020-07-11 10:28:00.087100,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
22,DC:A6:32:33:B0:BC,2020-07-11 10:28:02.092072,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
23,DC:A6:32:33:B0:BC,2020-07-11 10:28:03.481420,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
24,DC:A6:32:33:B0:BC,2020-07-11 10:28:04.030155,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
25,DC:A6:32:33:B0:BC,2020-07-11 10:28:05.349562,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
26,DC:A6:32:33:B0:BC,2020-07-11 10:28:06.457096,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
27,DC:A6:32:33:B0:BC,2020-07-11 10:28:07.061332,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
28,DC:A6:32:33:B0:BC,2020-07-11 10:28:08.109674,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
29,DC:A6:32:33:B0:BC,2020-07-11 10:28:10.115570,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-34
30,DC:A6:32:33:B0:BC,2020-07-11 10:28:12.120387,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
31,DC:A6:32:33:B0:BC,2020-07-11 10:28:14.125986,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
32,DC:A6:32:33:B0:BC,2020-07-11 10:28:16.131053,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
33,DC:A6:32:33:B0:BC,2020-07-11 10:28:18.136113,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
34,DC:A6:32:33:B0:BC,2020-07-11 10:28:19.119814,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-35
35,DC:A6:32:33:B0:BC,2020-07-11 10:28:21.124907,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
36,DC:A6:32:33:B0:BC,2020-07-11 10:28:22.440481,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
37,DC:A6:32:33:B0:BC,2020-07-11 10:28:24.446246,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
38,DC:A6:32:33:B0:BC,2020-07-11 10:28:26.450544,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
39,DC:A6:32:33:B0:BC,2020-07-11 10:28:27.109916,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
40,DC:A6:32:33:B0:BC,2020-07-11 10:28:28.218727,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-42
41,DC:A6:32:33:B0:BC,2020-07-11 10:28:30.224860,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
42,DC:A6:32:33:B0:BC,2020-07-11 10:28:32.229870,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-34
43,DC:A6:32:33:B0:BC,2020-07-11 10:28:34.235103,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-34
44,DC:A6:32:33:B0:BC,2020-07-11 10:28:35.350062,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
45,DC:A6:32:33:B0:BC,2020-07-11 10:28:36.727638,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
46,DC:A6:32:33:B0:BC,2020-07-11 10:28:37.827655,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
47,DC:A6:32:33:B0:BC,2020-07-11 10:28:38.019929,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
48,DC:A6:32:33:B0:BC,2020-07-11 10:28:40.025193,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
49,DC:A6:32:33:B0:BC,2020-07-11 10:28:41.128935,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
50,DC:A6:32:33:B0:BC,2020-07-11 10:28:43.134004,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
51,DC:A6:32:33:B0:BC,2020-07-11 10:28:44.686430,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
52,DC:A6:32:33:B0:BC,2020-07-11 10:28:45.516435,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-40
53,DC:A6:32:33:B0:BC,2020-07-11 10:28:46.136434,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-39
54,DC:A6:32:33:B0:BC,2020-07-11 10:28:48.141037,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
55,DC:A6:32:33:B0:BC,2020-07-11 10:28:50.146735,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
56,DC:A6:32:33:B0:BC,2020-07-11 10:28:51.097852,6fecfb26-c381-11ea-bfb9-dca63233b0bb,1,1,1,-43
